title,city_ascii,state_name,ideology,year,city,state_id,lat,lon
Karolina Knights of the KKK,Holly Springs,North Carolina,Ku Klux Klan,2015,Holly Springs,NC,35.6542,-78.8402
Keystone State Skinheads,Harrisburg,Pennsylvania,Racist Skinhead,2015,Harrisburg,PA,40.2752,-76.8843
Keystone State Skinheads,Philadelphia,Pennsylvania,Racist Skinhead,2015,Philadelphia,PA,40.0076,-75.134
Kingdom Identity Ministries,Harrison,Arkansas,Christian Identity,2015,Harrison,AR,36.2437,-93.1197
Kingdom Treasure Ministries,Owasso,Oklahoma,Neo-Confederate,2015,Owasso,OK,36.2886,-95.8319
Kinsman Redeemer Ministries,Alexandria,Kentucky,Christian Identity,2015,Alexandria,KY,38.9622,-84.386
KKKRadio,Harrison,Arkansas,Ku Klux Klan,2015,Harrison,AR,36.2437,-93.1197
Knights of the Ku Klux Klan,Harrison,Arkansas,Ku Klux Klan,2015,Harrison,AR,36.2437,-93.1197
Knights Party Veterans League,Harrison,Arkansas,Ku Klux Klan,2015,Harrison,AR,36.2437,-93.1197
Ku Klos Knights of the KKK,Bally,Pennsylvania,Ku Klux Klan,2015,Bally,PA,40.4004,-75.5875
Ku Klos Knights of the KKK,Belvidere,Tennessee,Ku Klux Klan,2015,Belvidere,TN,35.1293,-86.1867
Ku Klos Knights of the KKK,Cape Coral,Florida,Ku Klux Klan,2015,Cape Coral,FL,26.6444,-81.9956
Ku Klos Knights of the KKK,Chattanooga,Tennessee,Ku Klux Klan,2015,Chattanooga,TN,35.0657,-85.2488
Ku Klos Knights of the KKK,Church Hill,Tennessee,Ku Klux Klan,2015,Church Hill,TN,36.5206,-82.7142
Ku Klos Knights of the KKK,Colorado Springs,Colorado,Ku Klux Klan,2015,Colorado Springs,CO,38.8674,-104.7606
Ku Klos Knights of the KKK,Erwin,Tennessee,Ku Klux Klan,2015,Erwin,TN,36.1456,-82.4115
Ku Klos Knights of the KKK,Franklin,Tennessee,Ku Klux Klan,2015,Franklin,TN,35.9214,-86.8524
Ku Klos Knights of the KKK,Gatesville,Texas,Ku Klux Klan,2015,Gatesville,TX,31.4419,-97.7351
Ku Klos Knights of the KKK,Harrodsburg,Kentucky,Ku Klux Klan,2015,Harrodsburg,KY,37.7654,-84.8474
Ku Klos Knights of the KKK,Hazel Green,Alabama,Ku Klux Klan,2015,Hazel Green,AL,34.9237,-86.5671
Ku Klos Knights of the KKK,Hickory,North Carolina,Ku Klux Klan,2015,Hickory,NC,35.7427,-81.3233
Ku Klos Knights of the KKK,Hudson,Florida,Ku Klux Klan,2015,Hudson,FL,28.3594,-82.6888
Ku Klos Knights of the KKK,Kingsport,Tennessee,Ku Klux Klan,2015,Kingsport,TN,36.522,-82.5453
Ku Klos Knights of the KKK,Knoxville,Tennessee,Ku Klux Klan,2015,Knoxville,TN,35.9692,-83.9495
Ku Klos Knights of the KKK,Kokomo,Indiana,Ku Klux Klan,2015,Kokomo,IN,40.464,-86.1277
Ku Klos Knights of the KKK,Memphis,Tennessee,Ku Klux Klan,2015,Memphis,TN,35.1047,-89.9773
Ku Klos Knights of the KKK,Mooresburg,Tennessee,Ku Klux Klan,2015,Mooresburg,TN,36.3531,-83.2362
Ku Klos Knights of the KKK,Muncie,Indiana,Ku Klux Klan,2015,Muncie,IN,40.1989,-85.395
Ku Klos Knights of the KKK,Nashville,Tennessee,Ku Klux Klan,2015,Nashville,TN,36.1714,-86.7844
Ku Klos Knights of the KKK,Oil City,Pennsylvania,Ku Klux Klan,2015,Oil City,PA,41.4282,-79.7035
Ku Klos Knights of the KKK,Paris,Tennessee,Ku Klux Klan,2015,Paris,TN,36.2934,-88.3065
Ku Klos Knights of the KKK,Plattsburgh,New York,Ku Klux Klan,2015,Plattsburgh,NY,44.6951,-73.4563
Ku Klos Knights of the KKK,Springfield,Missouri,Ku Klux Klan,2015,Springfield,MO,37.1943,-93.2915
Ku Klos Knights of the KKK,Tulsa,Oklahoma,Ku Klux Klan,2015,Tulsa,OK,36.1284,-95.9042
Ku Klos Knights of the KKK,Vance,Alabama,Ku Klux Klan,2015,Vance,AL,33.1746,-87.2313
Ku Klos Knights of the KKK,Wheelersburg,Ohio,Ku Klux Klan,2015,Wheelersburg,OH,38.7383,-82.8421
Ku Klos Knights of the KKK,Willits,California,Ku Klux Klan,2015,Willits,CA,39.4048,-123.3494
Ku Klos Knights of the KKK,Wormleysburg,Pennsylvania,Ku Klux Klan,2015,Wormleysburg,PA,40.2606,-76.9097
League of the South,Aiken,South Carolina,Neo-Confederate,2015,Aiken,SC,33.5303,-81.727
League of the South,Collinsville,Mississippi,Neo-Confederate,2015,Collinsville,MS,32.4912,-88.8452
League of the South,Crofton,Kentucky,Neo-Confederate,2015,Crofton,KY,37.0477,-87.4842
League of the South,Harrison,Arkansas,Neo-Confederate,2015,Harrison,AR,36.2437,-93.1197
League of the South,Jacksonville,Florida,Neo-Confederate,2015,Jacksonville,FL,30.3322,-81.6749
League of the South,Killen,Alabama,Neo-Confederate,2015,Killen,AL,34.8607,-87.5269
League of the South,La Porte,Texas,Neo-Confederate,2015,La Porte,TX,29.669,-95.0483
League of the South,Lobelville,Tennessee,Neo-Confederate,2015,Lobelville,TN,35.7507,-87.7958
League of the South,Logansport,Louisiana,Neo-Confederate,2015,Logansport,LA,31.9755,-93.9934
League of the South,Macon,Georgia,Neo-Confederate,2015,Macon,GA,32.8407,-83.6324
League of the South,West Plains,Missouri,Neo-Confederate,2015,West Plains,MO,36.7378,-91.868
League of the South,Wetumpka,Alabama,Neo-Confederate,2015,Wetumpka,AL,32.5407,-86.2057
League of the South,Wilmington,North Carolina,Neo-Confederate,2015,Wilmington,NC,34.21,-77.886
Liberty Counsel,Orlando,Florida,Anti-LGBT,2015,Orlando,FL,28.4788,-81.342
Lordship Church,Coeur d'Alene,Idaho,General Hate,2015,Coeur d'Alene,ID,47.7039,-116.7933
Loyal White Knights of the KKK,Clay City,Illinois,Ku Klux Klan,2015,Clay City,IL,38.6857,-88.3486
Loyal White Knights of the KKK,Cullman,Alabama,Ku Klux Klan,2015,Cullman,AL,34.1791,-86.8402
Loyal White Knights of the KKK,Ellijay,Georgia,Ku Klux Klan,2015,Ellijay,GA,34.6912,-84.484
Loyal White Knights of the KKK,Export,Pennsylvania,Ku Klux Klan,2015,Export,PA,40.417,-79.6232
Loyal White Knights of the KKK,Hampton Bays,New York,Ku Klux Klan,2015,Hampton Bays,NY,40.8692,-72.5227
Loyal White Knights of the KKK,Kokomo,Indiana,Ku Klux Klan,2015,Kokomo,IN,40.464,-86.1277
Loyal White Knights of the KKK,Leasburg,North Carolina,Ku Klux Klan,2015,Leasburg,NC,36.3946,-79.1545
Loyal White Knights of the KKK,Martinsville,Virginia,Ku Klux Klan,2015,Martinsville,VA,36.6827,-79.8636
Loyal White Knights of the KKK,Norlina,North Carolina,Ku Klux Klan,2015,Norlina,NC,36.4451,-78.1952
Loyal White Knights of the KKK,Oklahoma City,Oklahoma,Ku Klux Klan,2015,Oklahoma City,OK,35.4676,-97.5136
Loyal White Knights of the KKK,Pelham,North Carolina,Ku Klux Klan,2015,Pelham,NC,36.5101,-79.4717
Loyal White Knights of the KKK,Springdale,Arkansas,Ku Klux Klan,2015,Springdale,AR,36.1898,-94.1573
Malevolent Freedom,Lowell,Massachusetts,White Nationalist,2015,Lowell,MA,42.6389,-71.3217
Mary Noel Kershaw Foundation,Lobelville,Tennessee,Neo-Confederate,2015,Lobelville,TN,35.7507,-87.7958
Maryland State Skinheads,Baltimore,Maryland,Racist Skinhead,2015,Baltimore,MD,39.3051,-76.6144
Masjid al Islam,Oakland,California,General Hate,2015,Oakland,CA,37.7903,-122.2165
Mass Resistance,Waltham,Massachusetts,Anti-LGBT,2015,Waltham,MA,42.3889,-71.2423
Midland Hammerskins,Wichita,Kansas,Racist Skinhead,2015,Wichita,KS,37.6897,-97.3442
Militant Knights KKK,Burlington,Vermont,Ku Klux Klan,2015,Burlington,VT,44.4877,-73.2314
Militant Knights KKK,Gladeville,Tennessee,Ku Klux Klan,2015,Gladeville,TN,36.1126,-86.4164
Militant Knights KKK,New York,New York,Ku Klux Klan,2015,New York,NY,40.6943,-73.9249
Militant Knights KKK,Washington,District of Columbia,Ku Klux Klan,2015,Washington,DC,38.9047,-77.0163
Mission to Israel,Scottsbluff,Nebraska,Christian Identity,2015,Scottsbluff,NE,41.8677,-103.6619
Mission: America,Columbus,Ohio,Anti-LGBT,2015,Columbus,OH,39.986,-82.9852
Mississippi White Knights of the KKK,Bruce,Mississippi,Ku Klux Klan,2015,Bruce,MS,33.9909,-89.3454
Most Holy Family Monastery,Fillmore,New York,Radical Traditional Catholicism,2015,Fillmore,NY,42.4669,-78.1107
MSR Productions,Wheat Ridge,Colorado,Hate Music,2015,Wheat Ridge,CO,39.7728,-105.1031
Nation of Islam,Akron,Ohio,Black Nationalist,2015,Akron,OH,41.0802,-81.5219
Nation of Islam,Atlanta,Georgia,Black Nationalist,2015,Atlanta,GA,33.7626,-84.4228
Nation of Islam,Augusta,Georgia,Black Nationalist,2015,Augusta,GA,33.3645,-82.0708
Nation of Islam,Austin,Texas,Black Nationalist,2015,Austin,TX,30.3006,-97.7517
Nation of Islam,Baltimore,Maryland,Black Nationalist,2015,Baltimore,MD,39.3051,-76.6144
Nation of Islam,Baton Rouge,Louisiana,Black Nationalist,2015,Baton Rouge,LA,30.4423,-91.1314
Nation of Islam,Benton Harbor,Michigan,Black Nationalist,2015,Benton Harbor,MI,42.1159,-86.4488
Nation of Islam,Birmingham,Alabama,Black Nationalist,2015,Birmingham,AL,33.5276,-86.7988
Nation of Islam,Boston,Massachusetts,Black Nationalist,2015,Boston,MA,42.3188,-71.0846
Nation of Islam,Brooklyn,New York,Black Nationalist,2015,Brooklyn,NY,40.6501,-73.9496
Nation of Islam,Brunswick,Georgia,Black Nationalist,2015,Brunswick,GA,31.145,-81.474
Nation of Islam,Buffalo,New York,Black Nationalist,2015,Buffalo,NY,42.9017,-78.8487
Nation of Islam,Camden,New Jersey,Black Nationalist,2015,Camden,NJ,39.9361,-75.1073
Nation of Islam,Charleston,South Carolina,Black Nationalist,2015,Charleston,SC,32.8137,-79.9643
Nation of Islam,Charlotte,North Carolina,Black Nationalist,2015,Charlotte,NC,35.2079,-80.8303
Nation of Islam,Chattanooga,Tennessee,Black Nationalist,2015,Chattanooga,TN,35.0657,-85.2488
Nation of Islam,Chicago,Illinois,Black Nationalist,2015,Chicago,IL,41.8373,-87.6861
Nation of Islam,Cleveland,Ohio,Black Nationalist,2015,Cleveland,OH,41.4767,-81.6805
Nation of Islam,Columbia,South Carolina,Black Nationalist,2015,Columbia,SC,34.037,-80.9042
Nation of Islam,Columbus,Ohio,Black Nationalist,2015,Columbus,OH,39.986,-82.9852
Nation of Islam,Columbus,Georgia,Black Nationalist,2015,Columbus,GA,32.51,-84.8771
Nation of Islam,Compton,California,Black Nationalist,2015,Compton,CA,33.893,-118.2275
Nation of Islam,Dallas,Texas,Black Nationalist,2015,Dallas,TX,32.7937,-96.7662
Nation of Islam,Dayton,Ohio,Black Nationalist,2015,Dayton,OH,39.7797,-84.1998
Nation of Islam,Denver,Colorado,Black Nationalist,2015,Denver,CO,39.7621,-104.8759
Nation of Islam,Detroit,Michigan,Black Nationalist,2015,Detroit,MI,42.3834,-83.1024
Nation of Islam,Durham,North Carolina,Black Nationalist,2015,Durham,NC,35.9797,-78.9037
Nation of Islam,East Saint Louis,Illinois,Black Nationalist,2015,East Saint Louis,IL,38.6155,-90.1304
Nation of Islam,Fort Lauderdale,Florida,Black Nationalist,2015,Fort Lauderdale,FL,26.1412,-80.1464
Nation of Islam,Fort Worth,Texas,Black Nationalist,2015,Fort Worth,TX,32.7814,-97.3473
Nation of Islam,Gainesville,Florida,Black Nationalist,2015,Gainesville,FL,29.6808,-82.3455
Nation of Islam,Grand Rapids,Michigan,Black Nationalist,2015,Grand Rapids,MI,42.9615,-85.6557
Nation of Islam,Greensboro,North Carolina,Black Nationalist,2015,Greensboro,NC,36.0956,-79.8269
Nation of Islam,Greenville,North Carolina,Black Nationalist,2015,Greenville,NC,35.5957,-77.3764
Nation of Islam,Harrisburg,Pennsylvania,Black Nationalist,2015,Harrisburg,PA,40.2752,-76.8843
Nation of Islam,Holly Springs,Mississippi,Black Nationalist,2015,Holly Springs,MS,34.7768,-89.4466
Nation of Islam,Houston,Texas,Black Nationalist,2015,Houston,TX,29.7868,-95.3905
Nation of Islam,Indianapolis,Indiana,Black Nationalist,2015,Indianapolis,IN,39.7771,-86.1458
Nation of Islam,Jefferson City,Missouri,Black Nationalist,2015,Jefferson City,MO,38.5677,-92.1757
Nation of Islam,Kansas City,Missouri,Black Nationalist,2015,Kansas City,MO,39.1239,-94.5541
Nation of Islam,Lexington,Kentucky,Black Nationalist,2015,Lexington,KY,38.0423,-84.4587
Nation of Islam,Los Angeles,California,Black Nationalist,2015,Los Angeles,CA,34.1139,-118.4068
Nation of Islam,Memphis,Tennessee,Black Nationalist,2015,Memphis,TN,35.1047,-89.9773
Nation of Islam,Miami,Florida,Black Nationalist,2015,Miami,FL,25.784,-80.2102
Nation of Islam,Milwaukee,Wisconsin,Black Nationalist,2015,Milwaukee,WI,43.064,-87.9669
Nation of Islam,Mobile,Alabama,Black Nationalist,2015,Mobile,AL,30.6783,-88.1162
Nation of Islam,Monroe,Louisiana,Black Nationalist,2015,Monroe,LA,32.5184,-92.0774
Nation of Islam,Montgomery,Alabama,Black Nationalist,2015,Montgomery,AL,32.347,-86.2663
Nation of Islam,New Brunswick,New Jersey,Black Nationalist,2015,New Brunswick,NJ,40.487,-74.445
Nation of Islam,New Orleans,Louisiana,Black Nationalist,2015,New Orleans,LA,30.0687,-89.9288
Nation of Islam,Newark,New Jersey,Black Nationalist,2015,Newark,NJ,40.7245,-74.1725
Nation of Islam,Norfolk,Virginia,Black Nationalist,2015,Norfolk,VA,36.8945,-76.259
Nation of Islam,Oakland,California,Black Nationalist,2015,Oakland,CA,37.7903,-122.2165
Nation of Islam,Orlando,Florida,Black Nationalist,2015,Orlando,FL,28.4788,-81.342
Nation of Islam,Pensacola,Florida,Black Nationalist,2015,Pensacola,FL,30.4427,-87.1886
Nation of Islam,Philadelphia,Pennsylvania,Black Nationalist,2015,Philadelphia,PA,40.0076,-75.134
Nation of Islam,Phoenix,Arizona,Black Nationalist,2015,Phoenix,AZ,33.5722,-112.0891
Nation of Islam,Pine Bluff,Arkansas,Black Nationalist,2015,Pine Bluff,AR,34.2116,-92.0178
Nation of Islam,Plainfield,New Jersey,Black Nationalist,2015,Plainfield,NJ,40.6154,-74.4157
Nation of Islam,Raleigh,North Carolina,Black Nationalist,2015,Raleigh,NC,35.8323,-78.6439
Nation of Islam,Rialto,California,Black Nationalist,2015,Rialto,CA,34.1128,-117.3885
Nation of Islam,Richmond,Virginia,Black Nationalist,2015,Richmond,VA,37.5295,-77.4756
Nation of Islam,Rochester,New York,Black Nationalist,2015,Rochester,NY,43.168,-77.6162
Nation of Islam,Rockford,Illinois,Black Nationalist,2015,Rockford,IL,42.2598,-89.0641
Nation of Islam,San Diego,California,Black Nationalist,2015,San Diego,CA,32.8312,-117.1226
Nation of Islam,Shreveport,Louisiana,Black Nationalist,2015,Shreveport,LA,32.4659,-93.7959
Nation of Islam,Southaven,Mississippi,Black Nationalist,2015,Southaven,MS,34.9514,-89.9787
Nation of Islam,Springfield,Massachusetts,Black Nationalist,2015,Springfield,MA,42.1155,-72.5395
Nation of Islam,Springfield,Ohio,Black Nationalist,2015,Springfield,OH,39.9304,-83.7961
Nation of Islam,Stockton,California,Black Nationalist,2015,Stockton,CA,37.9766,-121.3112
Nation of Islam,Tulsa,Oklahoma,Black Nationalist,2015,Tulsa,OK,36.1284,-95.9042
Nation of Islam,Washington,District of Columbia,Black Nationalist,2015,Washington,DC,38.9047,-77.0163
Nation of Islam,Wilkinsburg,Pennsylvania,Black Nationalist,2015,Wilkinsburg,PA,40.4442,-79.8733
Nation of Islam,Willingboro,New Jersey,Black Nationalist,2015,Willingboro,NJ,40.0279,-74.8691
Nation of Islam,Wilmington,Delaware,Black Nationalist,2015,Wilmington,DE,39.7415,-75.5413
Nation of Islam,Winston-Salem,North Carolina,Black Nationalist,2015,Winston-Salem,NC,36.1029,-80.261
Nation of Islam,Youngstown,Ohio,Black Nationalist,2015,Youngstown,OH,41.0993,-80.6463
National Alliance,Hillsboro,West Virginia,Neo-Nazi,2015,Hillsboro,WV,38.1353,-80.2136
National Alliance Reform and Restoration Group,Carson City,Nevada,Neo-Nazi,2015,Carson City,NV,39.1512,-119.7474
National Association for the Advancement of America,McComb,Mississippi,White Nationalist,2015,McComb,MS,31.2449,-90.4714
National Coalition for Immigration Reform (formerly California Coalition for Immigration Reform),Huntington Beach,California,Anti-Immigrant,2015,Huntington Beach,CA,33.696,-118.0025
National Policy Institute,Whitefish,Montana,White Nationalist,2015,Whitefish,MT,48.4332,-114.3592
National Socialist Freedom Movement,Tulsa,Oklahoma,Neo-Nazi,2015,Tulsa,OK,36.1284,-95.9042
National Socialist German Workers Party,Lincoln,Nebraska,Neo-Nazi,2015,Lincoln,NE,40.8098,-96.6802
National Socialist Movement,Atlanta,Georgia,Neo-Nazi,2015,Atlanta,GA,33.7626,-84.4228
National Socialist Movement,Chesterfield,Virginia,Neo-Nazi,2015,Chesterfield,VA,37.3771,-77.5058
National Socialist Movement,Chicago,Illinois,Neo-Nazi,2015,Chicago,IL,41.8373,-87.6861
National Socialist Movement,Cleveland,Ohio,Neo-Nazi,2015,Cleveland,OH,41.4767,-81.6805
National Socialist Movement,Dallas,Texas,Neo-Nazi,2015,Dallas,TX,32.7937,-96.7662
National Socialist Movement,Des Moines,Iowa,Neo-Nazi,2015,Des Moines,IA,41.5725,-93.6104
National Socialist Movement,Detroit,Michigan,Neo-Nazi,2015,Detroit,MI,42.3834,-83.1024
National Socialist Movement,Fresno,California,Neo-Nazi,2015,Fresno,CA,36.7834,-119.7941
National Socialist Movement,Myrtle Beach,South Carolina,Neo-Nazi,2015,Myrtle Beach,SC,33.7096,-78.8843
National Socialist Movement,San Diego,California,Neo-Nazi,2015,San Diego,CA,32.8312,-117.1226
National Socialist Movement,Savannah,Georgia,Neo-Nazi,2015,Savannah,GA,32.0282,-81.1786
National Socialist Movement,Springfield,Missouri,Neo-Nazi,2015,Springfield,MO,37.1943,-93.2915
National Socialist Movement,Syracuse,New York,Neo-Nazi,2015,Syracuse,NY,43.0409,-76.1438
National Socialist Movement,Tallahassee,Florida,Neo-Nazi,2015,Tallahassee,FL,30.455,-84.2526
National Socialist Movement,Toledo,Ohio,Neo-Nazi,2015,Toledo,OH,41.6639,-83.5822
National Socialist Movement,Tucson,Arizona,Neo-Nazi,2015,Tucson,AZ,32.1546,-110.8782
National Socialist Movement,Yucca Valley,California,Neo-Nazi,2015,Yucca Valley,CA,34.1231,-116.4215
National Youth Front,Oakdale,California,White Nationalist,2015,Oakdale,CA,37.7616,-120.847
Nationalist Movement,Savannah,Georgia,White Nationalist,2015,Savannah,GA,32.0282,-81.1786
New Black Panther Party,Atlanta,Georgia,Black Nationalist,2015,Atlanta,GA,33.7626,-84.4228
New Black Panther Party,Augusta,Georgia,Black Nationalist,2015,Augusta,GA,33.3645,-82.0708
New Black Panther Party,Dayton,Ohio,Black Nationalist,2015,Dayton,OH,39.7797,-84.1998
New Black Panther Party,Daytona Beach,Florida,Black Nationalist,2015,Daytona Beach,FL,29.1995,-81.0982
New Black Panther Party,Hattiesburg,Mississippi,Black Nationalist,2015,Hattiesburg,MS,31.3072,-89.3168
New Black Panther Party,Houston,Texas,Black Nationalist,2015,Houston,TX,29.7868,-95.3905
New Black Panther Party,Jacksonville,Florida,Black Nationalist,2015,Jacksonville,FL,30.3322,-81.6749
New Black Panther Party,Miami,Florida,Black Nationalist,2015,Miami,FL,25.784,-80.2102
New Black Panther Party,Nashville,Tennessee,Black Nationalist,2015,Nashville,TN,36.1714,-86.7844
New Black Panther Party,Newark,New Jersey,Black Nationalist,2015,Newark,NJ,40.7245,-74.1725
New Black Panther Party,Orlando,Florida,Black Nationalist,2015,Orlando,FL,28.4788,-81.342
New Black Panther Party,Springfield,Illinois,Black Nationalist,2015,Springfield,IL,39.7712,-89.6539
New Black Panther Party,Tallahassee,Florida,Black Nationalist,2015,Tallahassee,FL,30.455,-84.2526
New Black Panther Party,Tampa,Florida,Black Nationalist,2015,Tampa,FL,27.9937,-82.4454
New Black Panther Party,Vero Beach,Florida,Black Nationalist,2015,Vero Beach,FL,27.6463,-80.393
New Black Panther Party,Virginia Beach,Virginia,Black Nationalist,2015,Virginia Beach,VA,36.7335,-76.0435
New Black Panther Party,Waycross,Georgia,Black Nationalist,2015,Waycross,GA,31.2108,-82.358
New Nation Productions,Shamokin,Pennsylvania,General Hate,2015,Shamokin,PA,40.7883,-76.555
New Order,Milwaukee,Wisconsin,Neo-Nazi,2015,Milwaukee,WI,43.064,-87.9669
New Yorkers for Immigration Control and Enforcement (NYICE),New York,New York,Anti-Immigrant,2015,New York,NY,40.6943,-73.9249
Non-Universal Teaching Ministries/Christogenea,Fostoria,Ohio,Christian Identity,2015,Fostoria,OH,41.1601,-83.4119
